Mgf_Year,Car_Brand,Car_Model,City,State,Price,Kms,Engine_Type,EngineTransmission
2016,Maruti,Ertiga VXI,Magadi Road, Bangalore,728000,68055,Petrol,Manual
2022,Maruti,XL6 Zeta AT,Avalahalli, Bangalore,1306000,18262,Petrol,Automatic
2013,Maruti,Ertiga VXI,Mahadevapura, Bangalore,617000,88863,Petrol,Manual
2012,Maruti,Ertiga VDI,Avalahalli, Bangalore,613000,105351,Diesel,Manual
2013,Maruti,Ertiga VDI,City, Bangalore,675000,92000,Diesel,Manual
2013,Maruti,Ertiga VXI ABS,Bazaar, Bangalore,625000,51000,Petrol,Manual
2020,Maruti,Ertiga BSIV VXI,Nagarbhavi, Bangalore,925000,63000,Petrol,Manual
2021,Maruti,Ertiga ZXI Plus Petrol,Marathahalli Colony, Bangalore,1095000,43000,Petrol,Manual
2021,Maruti,Ertiga VXI AT,Avalahalli, Bangalore,1032000,37603,Petrol,Automatic
2017,Maruti,Dzire 2017-2020 AMT VXI,Bangalore, Bangalore,650000,22000,Petrol,Automatic
2012,Maruti,Swift Dzire ZXI,Mahadevapura, Bangalore,465000,103372,Petrol,Manual
2014,Maruti,Swift Dzire ZXI,Mahadevapura, Bangalore,486000,122178,Petrol,Manual
2014,Maruti,Ciaz ZXi,Singasandra, Bangalore,539000,64391,Petrol,Manual
2013,Maruti,Swift Dzire VXI,Mahadevapura, Bangalore,455000,106215,Petrol,Manual
2019,Maruti,Dzire 2017-2020 ZXI Plus,Jakkur, Bangalore,695000,48586,Petrol,Manual
2012,Maruti,Swift Dzire VXI,Mahadevapura, Bangalore,424000,104807,Petrol,Manual
2015,Maruti,Ciaz ZXi Plus,Jakkur, Bangalore,616000,104650,Petrol,Manual
2017,Maruti,Dzire 2017-2020 VXI 1.2,Horamavu, Bangalore,696000,42138,Petrol,Manual
2018,Maruti,Ciaz Alpha BSIV,Jakkur, Bangalore,791000,49559,Petrol,Manual
2019,Maruti,Dzire 2017-2020 AMT ZXI,Jakkur, Bangalore,734000,28533,Petrol,Automatic
2018,Maruti,Dzire 2017-2020 AMT VXI,Jakkur, Bangalore,650000,33415,Petrol,Automatic
2014,Maruti,Swift Dzire LDI,Malleswaram West, Bangalore,465000,123000,Diesel,Manual
2017,Maruti,Dzire 2017-2020 AMT ZXI Plus,Horamavu, Bangalore,697000,67275,Petrol,Automatic
2016,Maruti,Ciaz ZDi SHVS,Jakkur, Bangalore,752000,60384,Diesel,Manual
2017,Maruti,Dzire 2017-2020 AMT ZXI Plus,Jakkur, Bangalore,661000,105779,Petrol,Automatic
2017,Maruti,Dzire 2017-2020 ZDI,Mahadevapura, Bangalore,743000,88694,Diesel,Manual
2014,Maruti,Swift Dzire VXI,Jakkur, Bangalore,445000,100458,Petrol,Manual
2017,Maruti,Swift Dzire VXi AT,Yelahanka, Bangalore,649000,46906,Petrol,Automatic
2020,Maruti,Vitara Brezza ZXI Plus,Yelahanka, Bangalore,970000,58760,Petrol,Manual
2022,Maruti,Vitara Brezza ZXI Plus,Yelahanka, Bangalore,970000,68318,Petrol,Manual
2015,Maruti,S Cross DDiS 320 Alpha,Banashankari, Bangalore,695000,62000,Diesel,Manual
2020,Maruti,Vitara Brezza ZXI AT,Bellandur, Bangalore,995000,37283,Petrol,Automatic
2021,Maruti,S Cross Zeta AT,Avalahalli, Bangalore,1061000,18594,Petrol,Automatic
2018,Maruti,Vitara Brezza ZDi Plus AMT,Magadi Road, Bangalore,881000,106164,Diesel,Automatic
2016,Maruti,SX4 S Cross DDiS 200 Sigma,City, Bangalore,685000,60511,Diesel,Manual
2021,Maruti,S Cross DDiS 200 Zeta,Singasandra, Bangalore,950000,21593,Diesel,Manual
2018,Maruti,Vitara Brezza ZDi Plus Dual Tone,Jakkur, Bangalore,807000,64860,Diesel,Manual
2020,Maruti,Vitara Brezza ZXI AT,Avalahalli, Bangalore,917000,55214,Petrol,Automatic
2021,Maruti,SX4 S Cross Zeta,Bazaar, Bangalore,990000,45000,Petrol,Manual
2018,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,Bangalore, Bangalore,900000,80000,Diesel,Automatic
2023,Maruti,FRONX Delta Plus AMT,Bellandur, Bangalore,995000,4261,Automatic,Automatic
2019,Maruti,Vitara Brezza ZDi AMT,R T Nagar, Bangalore,1075000,28000,Diesel,Automatic
2016,Maruti,Vitara Brezza VDi,Jakkur, Bangalore,666000,79883,Diesel,Manual
2016,Maruti,S Cross DDiS 200 Zeta,Adugodi, Bangalore,655000,51500,Diesel,Manual
2018,Maruti,Vitara Brezza ZDi,Bangalore, Bangalore,950000,70000,Diesel,Manual
2016,Maruti,Vitara Brezza VDi,Bangalore, Bangalore,700000,50000,Diesel,Manual
2018,Maruti,Vitara Brezza VDi Option,Bangalore, Bangalore,465000,76000,Diesel,Manual
2018,Maruti,Vitara Brezza ZDi,Bangalore, Bangalore,400000,40000,Diesel,Manual
2020,Tata,Tiago XZ,Singasandra, Bangalore,625000,34787,Petrol,Manual
2021,Tata,Tiago XZ Plus BSVI,Bellandur, Bangalore,665000,14850,Petrol,Manual
2019,Tata,Tiago XZ,Yelahanka, Bangalore,595000,51666,Petrol,Manual
2016,Tata,Nano XTA,Yelahanka, Bangalore,277000,34737,Petrol,Automatic
2015,Tata,Bolt Revotron XMS,HSR Layout, Bangalore,430000,47146,Petrol,Manual
2018,Tata,Tiago 1.2 Revotron XTA,Yelahanka, Bangalore,495000,29000,Petrol,Automatic
2021,Tata,Altroz XZ BSVI,Mahadevapura, Bangalore,843000,18294,Petrol,Manual
2022,Tata,Altroz XZA DCT BSVI,Jakkur, Bangalore,997000,3780,Automatic,Manual
2022,Tata,Altroz XZA DCT BSVI,Jakkur, Bangalore,950000,16443,Petrol,Automatic
2018,Tata,Tiago 1.2 Revotron XZA,Jigani, Bangalore,525000,24772,Petrol,Automatic
2016,Tata,Tiago 1.2 Revotron XZ,Jakkur, Bangalore,397000,39182,Petrol,Manual
2019,Tata,Tiago XZA,Jakkur, Bangalore,547000,13508,Petrol,Automatic
2018,Tata,Tiago 1.2 Revotron XTA,Yelahanka, Bangalore,515000,50691,Petrol,Automatic
2016,Tata,Tiago 1.2 Revotron XZ,Jakkur, Bangalore,396000,86034,Petrol,Manual
2020,Tata,Tiago XZ Plus Dual Tone,Singasandra, Bangalore,607000,24993,Petrol,Manual
2021,Tata,Tiago XZA Plus AMT,HSR Layout, Bangalore,740000,14791,Petrol,Automatic
2020,Tata,Altroz XZ,HSR Layout, Bangalore,795000,13325,Petrol,Manual
2022,Tata,Altroz XZA DCT BSVI,Singasandra, Bangalore,917000,6131,Automatic,Manual
2016,Tata,Tiago 1.2 Revotron XZ,Jakkur, Bangalore,394000,70208,Petrol,Manual
2022,Tata,Altroz XZ BSVI,Jakkur, Bangalore,843000,19234,Petrol,Manual
2021,Tata,Harrier XTA Plus AT BSVI,City, Bangalore,1989000,48375,Diesel,Automatic
2021,Tata,Safari XZ Plus BSVI,Yelahanka, Bangalore,2230000,14768,Diesel,Manual
2018,Tata,Nexon 1.5 Revotorq XZA Plus,Avalahalli, Bangalore,1011000,34059,Diesel,Automatic
2019,Tata,Nexon 1.2 Revotron XZA Plus DualTone,Jakkur, Bangalore,823000,59737,Petrol,Automatic
2022,Tata,Nexon XM Plus S BSVI,Jakkur, Bangalore,1004000,19374,Petrol,Manual
2019,Tata,Nexon 1.2 Revotron XZA Plus,Yelahanka, Bangalore,960000,31557,Petrol,Automatic
2022,Tata,Harrier XZA Plus AT BSVI,Yelahanka, Bangalore,2375000,11727,Diesel,Automatic
2020,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,Magadi Road, Bangalore,1090000,59046,Petrol,Manual
2020,Tata,Harrier Camo XT Plus,Magadi Road, Bangalore,1891000,68859,Diesel,Manual
2019,Tata,Harrier XZ BSIV,Bazaar, Bangalore,1675000,55000,Diesel,Manual
2022,Tata,Harrier XZ Plus BSVI,Yelahanka, Bangalore,2160000,6485,Manual,Manual
2019,Tata,Harrier XZ BSIV,Yelahanka, Bangalore,1599000,77382,Diesel,Manual
2022,Tata,Harrier XZ Plus Dual Tone 2020-2022,Magadi Road, Bangalore,2057000,11061,Diesel,Manual
2022,Tata,Harrier XZA Plus AT BSVI,Kanakanagar, Bangalore,2850000,18949,Diesel,Automatic
2021,Tata,Nexon XMA AMT S BSVI,Nagavara, Bangalore,1045000,11726,Petrol,Automatic
2018,Tata,Nexon 1.5 Revotorq XZA Plus,Avalahalli, Bangalore,978000,63945,Diesel,Automatic
2021,Tata,Nexon XZA Plus AMT Diesel BSVI,Yelahanka, Bangalore,1235000,30732,Diesel,Automatic
2022,Tata,Safari XTA Plus AT BSVI,Bellandur, Bangalore,2145000,19113,Diesel,Automatic
2020,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,Avalahalli, Bangalore,913000,59565,Petrol,Manual
2022,Tata,Tigor XZ BSVI,Jakkur, Bangalore,757000,13622,Petrol,Manual
2020,Tata,Tigor XZA Plus AMT BSVI,Yelahanka, Bangalore,785000,39066,Petrol,Automatic
2020,Tata,Tigor XZA Plus,Jakkur, Bangalore,683000,45960,Petrol,Automatic
2017,Tata,Tigor XZA Plus,Jigani, Bangalore,535000,58658,Petrol,Automatic
2020,Tata,Tigor XZA Plus,Yelahanka, Bangalore,785000,39066,Petrol,Automatic
2019,Tata,Tigor XZ Plus,Bangalore, Bangalore,650000,30000,Petrol,Manual
2012,Tata,Manza Club Class Quadrajet90 EX,Bangalore, Bangalore,300000,37000,Diesel,Manual
2021,Tata,Tigor EV XZ Plus,Yelahanka, Bangalore,899000,20720,Electric,Automatic
2023,Tata,Tigor EV XZ Plus,Bangalore, Bangalore,1050000,10000,Electric,Automatic
2008,Toyota,Innova 2.5 G (Diesel) 7 Seater BS III,Bangalore, Bangalore,650000,150000,Diesel,Manual
2015,Toyota,Innova 2.5 VX (Diesel) 7 Seater,Banashankari, Bangalore,1175000,112000,Diesel,Manual
2021,Toyota,Innova Crysta 2.4 GX 7 STR,Banashankari, Bangalore,2055000,73000,Diesel,Manual
