Mgf_Year,Car_Brand,Car_Model,City,State,Price,Kms,Engine_Type,EngineTransmission
2016,Toyota,Innova Crysta 2.8 ZX AT BSIV,Alwal, Hyderabad,1750000,144000,Diesel,Automatic
2018,Toyota,Innova Crysta 2.4 ZX MT BSIV,Gandhi Bhawan, Hyderabad,2200000,68383,Diesel,Manual
2011,Toyota,Innova 2.5 G (Diesel) 8 Seater,L B Nagar, Hyderabad,635000,193000,Diesel,Manual
2010,Toyota,Innova 2.5 V Diesel 7-seater,L B Nagar, Hyderabad,556000,180000,Diesel,Manual
2020,Toyota,Innova Crysta 2.4 ZX 7 STR AT,Uppal, Hyderabad,2550000,109000,Diesel,Automatic
2018,Toyota,Innova Crysta 2.8 ZX AT BSIV,Kothapet, Hyderabad,1975000,68000,Diesel,Automatic
2020,Toyota,Innova Crysta 2.4 ZX 7 STR AT,Golconda, Hyderabad,2650000,87618,Diesel,Automatic
2022,Toyota,Innova Crysta 2.4 GX 8 STR AT,Begumpet, Hyderabad,2722000,18000,Diesel,Automatic
2017,Toyota,Innova Crysta 2.4 G MT,Gandhi Bhawan, Hyderabad,1750000,113203,Diesel,Manual
2017,Toyota,Corolla Altis 1.8 VL CVT,Golconda, Hyderabad,1375000,97984,Petrol,Automatic
2012,Toyota,Etios V,Hyderabad, Hyderabad,405000,68000,Petrol,Manual
2014,Toyota,Camry Hybrid,Golconda, Hyderabad,1195000,97277,Petrol,Automatic
2020,Toyota,Yaris J CVT,Vidyanagar, Hyderabad,839000,20500,Petrol,Automatic
2018,Toyota,Corolla Altis 1.8 VL CVT,Ammerpet, Hyderabad,1499000,38000,Petrol,Automatic
2013,Toyota,Etios G,Begumbazar, Hyderabad,404000,82484,Petrol,Manual
2009,Toyota,Corolla Altis 1.8 J,Hyderabad, Hyderabad,395000,26000,Petrol,Manual
2017,Toyota,Etios 1.4 VXD,Hyderabad, Hyderabad,580000,110000,Diesel,Manual
2008,Toyota,Camry W4 (AT),Hyderabad, Hyderabad,320000,112800,Petrol,Automatic
2019,Toyota,Fortuner 2.8 2WD MT BSIV,Kothapet, Hyderabad,3100000,109000,Diesel,Manual
2020,Toyota,Fortuner 2.8 2WD MT,Lb Nagar, Hyderabad,3700000,130000,Diesel,Manual
2020,Toyota,Fortuner 2.8 2WD MT,Uppal, Hyderabad,3700000,130000,Diesel,Manual
2020,Toyota,Fortuner 2.8 2WD MT,Ida Uppal, Hyderabad,3700000,130000,Diesel,Manual
2015,Toyota,Fortuner 4x2 MT TRD Sportivo,Kothapet, Hyderabad,1575000,267000,Diesel,Manual
2017,Toyota,Fortuner 2.8 2WD AT BSIV,Ammerpet, Hyderabad,2995000,104000,Diesel,Automatic
2012,Toyota,Fortuner 4x2 Manual,Golconda, Hyderabad,1250000,238570,Diesel,Manual
2014,Toyota,Fortuner 4x2 AT,Bowenpally, Hyderabad,1795000,91300,Diesel,Automatic
2011,Toyota,Fortuner 3.0 Diesel,Ammerpet, Hyderabad,1350000,260000,Diesel,Manual
2018,Toyota,Fortuner 2.8 4WD AT,Hyderabad, Hyderabad,2800000,200000,Diesel,Automatic
2010,Toyota,Fortuner 3.0 Diesel,Ammerpet, Hyderabad,1099000,167000,Diesel,Manual
2014,Toyota,Fortuner 4x2 AT,Madhapur, Hyderabad,1945000,146300,Diesel,Automatic
2016,Toyota,Fortuner 4x4 MT,Ammerpet, Hyderabad,1999000,150000,Diesel,Manual
2020,Toyota,Fortuner 2.8 4WD MT,Gandhi Bhawan, Hyderabad,3850000,49390,Diesel,Manual
2004,Toyota,Qualis RS E3,Hyderabad, Hyderabad,390000,120000,Diesel,Manual
2004,Toyota,Qualis RS E3,Hyderabad, Hyderabad,4000,120000,Diesel,Manual
2015,Toyota,Fortuner 4x2 AT,Hyderabad, Hyderabad,20000,90000,Diesel,Automatic
2011,Toyota,Fortuner 3.0 Diesel,Hyderabad, Hyderabad,975000,120000,Diesel,Manual
2012,Toyota,Etios Liva G,Gandhi Bhawan, Hyderabad,350000,70049,Petrol,Manual
2019,Toyota,Glanza V,Rangareddi, Hyderabad,731000,54744,Petrol,Manual
2019,Toyota,Glanza V,Golconda, Hyderabad,725000,81884,Petrol,Manual
2014,Toyota,Etios Liva GD,Gandhi Bhawan, Hyderabad,470000,78173,Diesel,Manual
2012,Toyota,Etios Liva GD,Golconda, Hyderabad,425000,92321,Diesel,Manual
2020,Toyota,Glanza G CVT,Rahmath Nagar, Hyderabad,803000,26678,Petrol,Automatic
2023,Toyota,Glanza V AMT,Gandhi Bhawan, Hyderabad,1060000,6102,Automatic,Automatic
2014,Honda,Brio S MT,Sector 17, Gurgaon,255000,64800,Petrol,Manual
2013,Honda,Brio VX,Ramgarh B.o, Gurgaon,341000,25516,Petrol,Manual
2017,Honda,Jazz 1.2 S i VTEC,Sector 12, Gurgaon,495000,42000,Petrol,Manual
2017,Honda,Jazz 1.5 E i DTEC,Sector 12, Gurgaon,430000,62000,Diesel,Manual
2013,Honda,Jazz 1.2 S i VTEC,Sector 14, Gurgaon,350000,112990,Petrol,Manual
2021,Honda,Jazz ZX CVT,Dundahera, Gurgaon,795000,36508,Petrol,Automatic
2017,Honda,Jazz 1.2 V AT i VTEC,Ramgarh B.o, Gurgaon,496000,72410,Petrol,Automatic
2022,Honda,Jazz ZX CVT,Sector 12, Gurgaon,925000,14000,Petrol,Automatic
2016,Honda,Brio 1.2 S MT,Sector 6, Gurgaon,345000,67500,Petrol,Manual
2016,Honda,Brio 1.2 S MT,Sector 6, Gurgaon,345000,67580,Petrol,Manual
2017,Honda,Jazz 1.2 V i VTEC,Sector 14, Gurgaon,520000,23442,Petrol,Manual
2013,Honda,Brio S MT,Sohna Road, Gurgaon,276000,98615,Petrol,Manual
2013,Honda,Brio S MT,Gurgaon, Gurgaon,220000,89000,Petrol,Manual
2017,Honda,Jazz 1.2 V AT i VTEC,Gurgaon, Gurgaon,489000,70000,Petrol,Automatic
2010,Honda,Jazz Basic,Gurgaon, Gurgaon,125000,110000,Petrol,Manual
2015,Honda,Jazz 1.2 SV i VTEC,Gurgaon, Gurgaon,350000,60000,Petrol,Manual
2015,Honda,Jazz 1.2 SV i VTEC,Sector 16, Noida,495000,52000,Petrol,Manual
2013,Honda,Brio VX AT,Shakti Nagar, New Delhi,350000,51000,Petrol,Automatic
2015,Honda,Jazz 1.2 S i VTEC,Sector 16, Noida,445000,64000,Petrol,Manual
2014,Honda,Brio S MT,Indirapuram, Ghaziabad,295000,81000,Petrol,Manual
2015,Honda,Mobilio S i-DTEC,Pitampura, New Delhi,350000,92000,Diesel,Manual
2015,Honda,City i VTEC CVT VX,Pahar Ganj, New Delhi,580000,63000,Petrol,Automatic
2014,Honda,City i VTEC S,Sohna Road, Gurgaon,490000,69345,Petrol,Manual
2015,Honda,City i VTEC CVT SV,Sohna Road, Gurgaon,559000,105325,Petrol,Automatic
2022,Honda,City VX MT,Sector 28, Gurgaon,1076000,62340,Petrol,Manual
2014,Honda,Amaze SX i-VTEC,Faridabad, Gurgaon,295000,71000,Petrol,Manual
2014,Honda,City i VTEC CVT VX,Sector 28, Gurgaon,565000,107789,Petrol,Automatic
2018,Honda,Amaze VX Petrol BSIV,Ramgarh B.o, Gurgaon,600000,26314,Petrol,Manual
2018,Honda,City i-VTEC CVT ZX,Ramgarh B.o, Gurgaon,818000,82136,Petrol,Automatic
2020,Honda,Amaze VX Petrol BSIV,Ramgarh B.o, Gurgaon,689000,38207,Petrol,Manual
2022,Honda,City ZX MT,Sector 12, Gurgaon,1295000,8000,Manual,Manual
2021,Honda,City V MT,Sector 12, Gurgaon,1075000,28900,Petrol,Manual
2015,Honda,City i VTEC CVT VX,Dundahera, Gurgaon,620000,56152,Petrol,Automatic
2013,Honda,Amaze VX i-VTEC,Sector 28, Gurgaon,368000,71183,Petrol,Manual
2019,Honda,Amaze VX CVT Petrol,Sector 28, Gurgaon,724000,46809,Petrol,Automatic
2015,Honda,Amaze SX i-VTEC,Ramgarh B.o, Gurgaon,387000,65475,Petrol,Manual
2019,Honda,Amaze S Petrol BSIV,Ramgarh B.o, Gurgaon,617000,24871,Petrol,Manual
2019,Honda,Amaze S Petrol BSIV,Sector 49, Gurgaon,537000,39901,Petrol,Manual
2018,Honda,City i-VTEC V,Sector 12, Gurgaon,795000,45000,Petrol,Manual
2019,Honda,WRV 2017-2020 i-VTEC VX,Paschim Vihar, New Delhi,694000,41900,Petrol,Manual
2016,Honda,BR-V i-VTEC V CVT,Sector 12, Gurgaon,650000,108000,Petrol,Automatic
2017,Honda,WRV 2017-2020 i-DTEC VX,Sector 12, Gurgaon,615000,34000,Diesel,Manual
2017,Honda,WRV 2017-2020 i-VTEC VX,Sector 49, Gurgaon,658000,37935,Petrol,Manual
2018,Honda,WRV 2017-2020 i-VTEC VX,Dundahera, Gurgaon,680000,29846,Petrol,Manual
2017,Honda,WRV 2017-2020 i-VTEC VX,Sohna Road, Gurgaon,661000,39791,Petrol,Manual
2018,Honda,WRV 2017-2020 i-VTEC VX,Sector 28, Gurgaon,692000,42767,Petrol,Manual
2015,Honda,CR-V 2.0L 2WD AT,Galleria Dlf-iv, Gurgaon,895000,98000,Petrol,Automatic
2019,Honda,WRV 2017-2020 i-VTEC S,Sector 28, Gurgaon,635000,47138,Petrol,Manual
2022,Honda,WR-V SV,Sohna Road, Gurgaon,812000,20656,Petrol,Manual
2021,Honda,WR-V VX,Sector 57, Gurgaon,800000,17000,Petrol,Manual
2019,Honda,WRV 2017-2020 i-DTEC VX,Sector 6, Gurgaon,745000,44000,Diesel,Manual
2018,Honda,WRV 2017-2020 i-VTEC VX,Sohna Road, Gurgaon,657000,64862,Petrol,Manual
2016,Honda,BR-V i-VTEC V CVT,Sector 28, Gurgaon,605000,84281,Petrol,Automatic
2021,Honda,WR-V VX Diesel,Sector 28, Gurgaon,994000,41340,Diesel,Manual
2019,Honda,WRV 2017-2020 i-VTEC S,Gurgaon, Gurgaon,570000,50000,Petrol,Manual
2017,Honda,WRV 2017-2020 i-VTEC VX,Gurgaon, Gurgaon,550000,30000,Petrol,Manual
2017,Honda,WRV 2017-2020 i-VTEC S,Sector 49, Gurgaon,542000,31154,Petrol,Manual
2012,Honda,CR-V 2.4L 4WD AT,Preet Vihar, New Delhi,450000,75000,Petrol,Automatic
2018,Hyundai,Elite i20 2017-2020 Petrol Spotz,Dwarka Sector-6, New Delhi,525000,48000,Petrol,Manual
2014,Hyundai,Elite i20 2014-2017 Sportz 1.2,Sector 28, Gurgaon,410000,107407,Petrol,Manual
2012,Hyundai,i20 1.2 Magna,Ramgarh B.o, Gurgaon,244000,53256,Petrol,Manual
2012,Hyundai,i10 Sportz 1.2,Sohna Road, Gurgaon,242000,63500,Petrol,Manual
2017,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Ramgarh B.o, Gurgaon,428000,99934,Petrol,Manual
2015,Hyundai,Grand i10 Sportz,Sector 28, Gurgaon,365000,95342,Petrol,Manual
2014,Hyundai,Grand i10 Sportz,Sohna Road, Gurgaon,370000,40781,Petrol,Manual
2015,Hyundai,Grand i10 AT Asta,Ramgarh B.o, Gurgaon,516000,30800,Petrol,Automatic
2018,Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Ramgarh B.o, Gurgaon,556000,48758,Petrol,Automatic
2016,Hyundai,Elite i20 2014-2017 Asta Option 1.2,Sector 28, Gurgaon,603000,26601,Petrol,Manual
2016,Hyundai,Elite i20 2014-2017 Asta 1.2,Sohna Road, Gurgaon,497000,118370,Petrol,Manual
2016,Hyundai,Grand i10 Asta Option AT,Ramgarh B.o, Gurgaon,507000,49812,Petrol,Automatic
2017,Hyundai,Elite i20 2017-2020 Diesel Era,Sector 17, Gurgaon,550000,82000,Diesel,Manual
2019,Hyundai,Santro Sportz BSIV,Ramgarh B.o, Gurgaon,449000,41017,Petrol,Manual
2016,Hyundai,Grand i10 Asta,Ramgarh B.o, Gurgaon,463000,72561,Petrol,Manual
2016,Hyundai,Grand i10 Asta Option,Sector 28, Gurgaon,451000,73852,Petrol,Manual
2014,Hyundai,Grand i10 Sportz,Sohna Road, Gurgaon,355000,63952,Petrol,Manual
2017,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Sector 28, Gurgaon,483000,32651,Petrol,Manual
2018,Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Ramgarh B.o, Gurgaon,578000,28334,Petrol,Automatic
2012,Hyundai,Verna 1.6 SX VTVT (O) AT,Sector 28, Gurgaon,510000,50322,Petrol,Automatic
2017,Hyundai,Xcent 1.2 VTVT E Plus,Sector 17, Gurgaon,449000,79000,Petrol,Manual
2014,Hyundai,Xcent 1.2 Kappa SX,Ramgarh B.o, Gurgaon,374000,60048,Petrol,Manual
2018,Hyundai,Verna VTVT 1.6 SX Option,Sector 28, Gurgaon,852000,87631,Petrol,Manual
2015,Hyundai,Xcent 1.2 Kappa Base,Sector 6, Gurgaon,355000,58000,Petrol,Manual
2015,Hyundai,Verna 1.6 VTVT AT SX,Sohna Road, Gurgaon,635000,42883,Petrol,Automatic
2014,Hyundai,Xcent 1.2 Kappa SX,Sector 17, Gurgaon,335000,80000,Petrol,Manual
2022,Hyundai,Verna SX Opt,Sector 28, Gurgaon,1299000,17724,Petrol,Manual
2012,Hyundai,Verna 1.6 SX VTVT,Sohna Road, Gurgaon,429000,50940,Petrol,Manual
2019,Hyundai,Verna VTVT 1.6 SX,Sector 28, Gurgaon,929000,18568,Petrol,Manual
2014,Hyundai,Verna 1.6 SX VTVT,Sohna Road, Gurgaon,601000,36481,Petrol,Manual
2019,Hyundai,Verna CRDi 1.6 AT SX Option,Sohna Road, Gurgaon,1132000,44832,Diesel,Automatic
2014,Hyundai,Verna 1.6 SX VTVT,Sohna Road, Gurgaon,493000,43492,Petrol,Manual
2019,Hyundai,Verna VTVT 1.6 AT SX Plus,Gurgaon, Gurgaon,925000,40000,Petrol,Automatic
2011,Hyundai,Verna 1.6 SX VTVT,Gurgaon, Gurgaon,260000,110000,Petrol,Manual
2016,Hyundai,Verna 1.6 VTVT S,Gurgaon, Gurgaon,650000,60000,Petrol,Manual
2009,Hyundai,Accent Executive,Gurgaon, Gurgaon,115000,70000,Petrol,Manual
2021,Hyundai,Aura SX,Gurgaon, Gurgaon,620000,40000,Petrol,Manual
2018,Hyundai,Xcent 1.2 VTVT E,Gurgaon, Gurgaon,450000,60000,Petrol,Manual
2016,Hyundai,Xcent 1.1 CRDi Base,Gurgaon, Gurgaon,200000,150000,Diesel,Manual
2022,Hyundai,Alcazar Signature (O) AT,Vikas Puri, New Delhi,1925000,33589,Petrol,Automatic
2018,Hyundai,Creta 1.6 E Plus,Sector 28, Gurgaon,854000,23579,Petrol,Manual
2019,Hyundai,Venue SX Plus Turbo DCT,Sector 28, Gurgaon,910000,40751,Petrol,Automatic
2021,Hyundai,Creta SX BSVI,Sector 12, Gurgaon,1375000,25000,Petrol,Manual
2022,Hyundai,Alcazar Platinum (O) Diesel AT,Vikas Puri, New Delhi,1900000,32690,Diesel,Automatic
2021,Hyundai,Venue SX Diesel,Sector 49, Gurgaon,1009000,40079,Diesel,Manual
2018,Hyundai,Creta 1.6 SX Option,Sector 49, Gurgaon,1074000,51531,Petrol,Manual
2018,Hyundai,Creta 1.6 CRDi AT SX Plus,Sector 12, Gurgaon,1070000,65400,Diesel,Automatic
2023,Hyundai,Alcazar Prestige Executive 7-Seater Diesel AT,Vikas Puri, New Delhi,1950000,19696,Diesel,Automatic
2016,Hyundai,Creta 1.6 VTVT AT SX Plus,Sector 49, Gurgaon,797000,90683,Petrol,Automatic
2019,Hyundai,Venue SX Plus Turbo DCT BSIV,Sector 49, Gurgaon,977000,23504,Petrol,Automatic
2021,Hyundai,Venue SX Turbo iMT,Sector 28, Gurgaon,947000,36868,Petrol,Manual
2018,Hyundai,Creta 1.6 CRDi AT SX Plus,Pahar Ganj, New Delhi,990000,72000,Diesel,Automatic
2017,Hyundai,Creta 1.6 VTVT AT SX Plus,Sector 49, Gurgaon,842000,97470,Petrol,Automatic
2020,Hyundai,Venue SX Turbo iMT,Sector 28, Gurgaon,868000,42219,Petrol,Manual
2019,Hyundai,Venue SX Turbo,Sector 28, Gurgaon,814000,10915,Petrol,Manual
2019,Hyundai,Creta 1.6 SX,Paschim Vihar, New Delhi,995000,37900,Petrol,Manual
2022,Hyundai,Venue S Plus,Sector 28, Gurgaon,829000,48935,Petrol,Manual
2019,Hyundai,Creta 1.6 SX Automatic Diesel,Sector 49, Gurgaon,1141000,67168,Diesel,Automatic
2019,Hyundai,Creta 1.6 SX,Sohna Road, Gurgaon,1114000,17367,Petrol,Manual
2019,Mahindra,Marazzo M4 8Str,Sector 28, Gurgaon,741000,75078,Diesel,Manual
2019,Mahindra,Marazzo M2 BSIV,Sohna Road, Gurgaon,614000,78116,Diesel,Manual
2019,Mahindra,Marazzo M2 BSVI,Sector 16, Noida,685000,113000,Diesel,Manual
2018,Mahindra,Marazzo M4,Shakarpur, New Delhi,675000,171330,Diesel,Manual
2020,Mahindra,Alturas G4 4X4 AT BSIV,Naraina, New Delhi,2275000,60000,Diesel,Automatic
2019,Mahindra,XUV500 W9 AT BSIV,Sohna Road, Gurgaon,1055000,101099,Diesel,Automatic
2022,Mahindra,Thar LX 4-Str Hard Top BSVI,Sohna Road, Gurgaon,1442000,12945,Petrol,Manual
2021,Mahindra,Scorpio S9,Sohna Road, Gurgaon,1591000,47533,Diesel,Manual
2020,Mahindra,Alturas G4 4X4 AT,Paschim Vihar, New Delhi,2375000,60000,Diesel,Automatic
2022,Mahindra,Thar LX 4-Str Hard Top BSVI,Sector 28, Gurgaon,1443000,6163,Manual,Automatic
2018,Mahindra,XUV500 W5 BSIV,Sector 12, Gurgaon,835000,62000,Diesel,Manual
2017,Mahindra,XUV500 W6 2WD,Sector 12, Gurgaon,745000,45000,Diesel,Manual
2022,Mahindra,Thar LX 4-Str Hard Top,Vikas Puri, New Delhi,1500000,23000,Petrol,Manual
2020,Mahindra,XUV500 W9 BSIV,Sector 28, Gurgaon,1282000,60345,Diesel,Manual
2017,Mahindra,XUV500 AT W10 FWD,Sector 12, Gurgaon,945000,42000,Diesel,Automatic
2019,Mahindra,XUV500 W7 BSIV,Sector 12, Gurgaon,1195000,14000,Diesel,Manual
2024,Mahindra,Thar LX 4-Str Hard Top Diesel,Vikas Puri, New Delhi,1825000,5000,Manual,Manual
2020,Mahindra,XUV500 W7 BSIV,Sector 28, Gurgaon,1231000,39426,Diesel,Manual
2021,Mahindra,XUV300 W8 Option AMT BSVI,Sector 49, Gurgaon,1175000,16669,Petrol,Automatic
2017,Mahindra,XUV500 AT W10 FWD,Sector 15, Gurgaon,995000,42000,Diesel,Automatic
2022,Mahindra,Thar LX 4-Str Hard Top AT BSVI,Pahar Ganj, New Delhi,1521000,11000,Petrol,Automatic
2023,Mahindra,Thar LX 4-Str Hard Top Diesel AT,Sector 12, Gurgaon,1695000,19000,Diesel,Automatic
2019,Mahindra,XUV500 W11 AT BSIV,Sector 28, Gurgaon,1359000,68131,Diesel,Automatic
2023,Mahindra,Thar LX 4-Str Convert Top Diesel AT,Sector 15, Gurgaon,1695000,19000,Diesel,Automatic
2016,Maruti,Baleno 1.2 Delta,Faridabad, Gurgaon,435000,71000,Petrol,Manual
2018,Maruti,Baleno 1.2 Alpha,Sector 28, Gurgaon,580000,91430,Petrol,Manual
2016,Maruti,Wagon R 2010-2013 VXi BSII,Sohna Road, Gurgaon,322000,81286,Petrol,Manual
2018,Maruti,Baleno 1.2 Zeta,Sector 49, Gurgaon,560000,45853,Petrol,Manual
2020,Maruti,S-Presso VXI CNG 2019-2020,Sector 28, Gurgaon,418000,79394,CNG,Manual
2017,Maruti,Baleno 1.2 Delta,Sector 12, Gurgaon,550000,57000,Petrol,Manual
2018,Maruti,Baleno 1.2 Alpha,Sohna Road, Gurgaon,624000,47308,Petrol,Manual
2018,Maruti,Baleno 1.3 Sigma,Ashok Nagar, New Delhi,425000,50888,Diesel,Manual
2015,Maruti,Baleno 1.2 Delta,Ramgarh B.o, Gurgaon,462000,88342,Petrol,Manual
2016,Maruti,Baleno 1.2 Alpha,Ramgarh B.o, Gurgaon,559000,32761,Petrol,Manual
2016,Maruti,Baleno 1.2 Alpha,Sector 28, Gurgaon,520000,77353,Petrol,Manual
2017,Maruti,Celerio ZXI AMT,Dwarka Sector-6, New Delhi,395000,42000,Petrol,Automatic
2017,Maruti,Baleno 1.2 Delta,Ramgarh B.o, Gurgaon,498000,82487,Petrol,Manual
2017,Maruti,Baleno 1.2 Alpha,Sohna Road, Gurgaon,576000,57809,Petrol,Manual
2018,Maruti,Swift VXI,Sector 49, Gurgaon,524000,27928,Petrol,Manual
2017,Maruti,Baleno 1.2 Alpha,Sector 28, Gurgaon,585000,45336,Petrol,Manual
2016,Maruti,Baleno 1.2 Alpha,Sohna Road, Gurgaon,546000,52000,Petrol,Manual
2020,Maruti,Baleno Zeta,Ramgarh B.o, Gurgaon,639000,34834,Petrol,Manual
2016,Maruti,Eeco 5 STR With AC Plus HTR CNG,Sector 12, Gurgaon,370000,46000,CNG,Manual
2015,Maruti,Eeco 5 STR With AC Plus HTR CNG,Sector 12, Gurgaon,325000,62000,CNG,Manual
2011,Maruti,Eeco 5 Seater AC 2020-2022,Preet Vihar, New Delhi,150000,95000,Petrol,Manual
2023,Maruti,XL6 Zeta AT,Vikas Puri, New Delhi,1330000,18125,Petrol,Automatic
2017,Maruti,Ertiga VXI CNG,Sohna Road, Gurgaon,717000,86474,CNG,Manual
2018,Maruti,Ertiga SHVS VDI,Dundahera, Gurgaon,730000,41289,Diesel,Manual
2016,Maruti,Ertiga BSIV ZXI,Sector 28, Gurgaon,701000,37789,Petrol,Manual
2014,Maruti,Ertiga ZXI,Sector 28, Gurgaon,552000,92613,Petrol,Manual
2022,Maruti,Ertiga VXI CNG,Sector 12, Gurgaon,1095000,18000,CNG,Manual
2014,Maruti,Ertiga ZXI,Sector 28, Gurgaon,593000,59799,Petrol,Manual
2020,Maruti,XL6 Zeta,Sohna Road, Gurgaon,899000,60350,Petrol,Manual
2014,Maruti,Ertiga ZXI,Sector 28, Gurgaon,602000,43478,Petrol,Manual
2014,Maruti,Ertiga VXI Limited Edition,Gurgaon, Gurgaon,600000,150000,Petrol,Manual
2013,Maruti,Ertiga VXI,Sohna Road, Gurgaon,489000,59743,Petrol,Manual
2014,Maruti,Ertiga ZDI,Prashant Vihar, New Delhi,550000,91000,Diesel,Manual
2022,Maruti,XL6 Zeta AT BSVI,Prashant Vihar, New Delhi,1240000,25737,Petrol,Automatic
2016,Maruti,Ertiga ZDI Plus,Defence Colony, New Delhi,725000,41000,Diesel,Manual
2019,Maruti,Ertiga VXI Petrol,City, Faridabad,875000,47563,Petrol,Manual
2019,Maruti,Ertiga ZXI AT Petrol,Defence Colony, New Delhi,985000,38000,Petrol,Automatic
2021,Maruti,Ertiga CNG VXI,Geeta Colony, New Delhi,1090000,41000,CNG,Manual
2018,Maruti,Ertiga CNG VXI,Krishna Nagar, New Delhi,750000,60000,CNG,Manual
2020,Maruti,XL6 Alpha,Noida, New Delhi,985000,64000,Petrol,Manual
2015,Maruti,Ciaz ZXi,Sector 28, Gurgaon,529000,86643,Petrol,Manual
2019,Maruti,Dzire 2017-2020 AMT ZDI Plus,Sector 28, Gurgaon,597000,53689,Diesel,Automatic
2018,Maruti,Ciaz 1.4 AT Alpha,Sohna Road, Gurgaon,799000,35139,Petrol,Automatic
2014,Maruti,Swift Dzire VXI,Dwarka Sector-6, New Delhi,325000,73000,Petrol,Manual
2014,Maruti,Ciaz ZXi,Sohna Road, Gurgaon,458000,60229,Petrol,Manual
2017,Maruti,Ciaz VDi Option SHVS,Sector 57, Gurgaon,465000,96000,Diesel,Manual
2017,Maruti,Ciaz AT ZXi,Sector 12, Gurgaon,675000,82200,Petrol,Automatic
2018,Maruti,Dzire 2017-2020 AMT VXI,Sector 49, Gurgaon,601000,15223,Petrol,Automatic
2021,Maruti,Ciaz Alpha BSVI,Sohna Road, Gurgaon,949000,18580,Petrol,Manual
2016,Maruti,Dzire 2017-2020 VXI 1.2 BS IV,Sector 6, Gurgaon,452000,83800,Petrol,Manual
2022,Maruti,Ciaz Alpha BSVI,Sohna Road, Gurgaon,997000,16023,Petrol,Manual
2017,Maruti,Ciaz AT ZXi Plus,Sector 28, Gurgaon,735000,41713,Petrol,Automatic
2017,Maruti,Ciaz 1.4 AT Alpha,Sector 28, Gurgaon,758000,39866,Petrol,Automatic
2017,Maruti,Dzire 2017-2020 ZXI Plus,Sector 15, Gurgaon,545000,57000,Petrol,Manual
2015,Maruti,Swift Dzire ZXI,Sector 49, Gurgaon,466000,43488,Petrol,Manual
2019,Maruti,Dzire 2017-2020 AMT ZXI,Sector 28, Gurgaon,699000,15846,Petrol,Automatic
2016,Maruti,Ciaz VXi,Ramgarh B.o, Gurgaon,526000,55291,Petrol,Manual
2017,Maruti,S Cross DDiS 200 Delta,Paschim Vihar, New Delhi,534000,52900,Diesel,Manual
2017,Maruti,Vitara Brezza VDi Option,Sector 57, Gurgaon,524000,51500,Diesel,Manual
2017,Maruti,S Cross Alpha DDiS 200 SH,Dundahera, Gurgaon,550000,67437,Diesel,Manual
2019,Maruti,Vitara Brezza LDi,Sector 12, Gurgaon,725000,43000,Diesel,Manual
2016,Maruti,S Cross DDiS 200 Sigma,Laxmi Nagar, New Delhi,465000,68000,Diesel,Manual
2019,Maruti,Vitara Brezza ZDi Plus AMT,Sector 12, Gurgaon,825000,23000,Diesel,Automatic
2016,Maruti,Vitara Brezza ZDi Plus,Sector 12, Gurgaon,660000,38800,Diesel,Manual
2019,Maruti,S Cross Alpha DDiS 200 SH,Sohna Road, Gurgaon,831000,41466,Diesel,Manual
2017,Maruti,Vitara Brezza VDi,Paschim Vihar, New Delhi,625000,59000,Diesel,Manual
2019,Maruti,S Cross Zeta DDiS 200 SH,Sector 28, Gurgaon,806000,49230,Diesel,Manual
2023,Maruti,Brezza Vxi,Sector 49, Gurgaon,1007000,19281,Petrol,Manual
2022,Maruti,Vitara Brezza VXI,Sector 28, Gurgaon,868000,32622,Petrol,Manual
2017,Maruti,Vitara Brezza VDi Option,Dwarka Sector-6, New Delhi,485000,87000,Diesel,Manual
2019,Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,Old Delhi Road, Gurgaon,875000,37000,Diesel,Automatic
2019,Maruti,Vitara Brezza LDi Option,Sector 12, Gurgaon,690000,70000,Diesel,Manual
2022,Maruti,Brezza Zxi BSVI,Sector 49, Gurgaon,1173000,28284,Petrol,Manual
2021,Maruti,S Cross Alpha,Sector 28, Gurgaon,955000,19133,Petrol,Manual
2022,Maruti,Vitara Brezza VXI,Sohna Road, Gurgaon,896000,14310,Petrol,Manual
2018,Maruti,S Cross Zeta DDiS 200 SH,Sector 28, Gurgaon,582000,120802,Diesel,Manual
2020,Tata,Altroz XT BSVI,Sohna Road, Gurgaon,632000,38422,Petrol,Manual
2017,Tata,Tiago 1.2 Revotron XTA,Ramgarh B.o, Gurgaon,433000,63766,Petrol,Automatic
2020,Tata,Tiago XZ Plus,Ramgarh B.o, Gurgaon,559000,66943,Petrol,Manual
2022,Tata,Tiago XZ Plus CNG BSVI,Ramgarh B.o, Gurgaon,738000,30032,CNG,Manual
2021,Tata,Tiago XT BSVI,Ramgarh B.o, Gurgaon,508000,37979,Petrol,Manual
2021,Tata,Altroz XZ Plus BSVI,Badshahpur, Gurgaon,785000,14800,Petrol,Manual
2019,Tata,Tiago XZA,Sector 28, Gurgaon,532000,44409,Petrol,Automatic
2022,Tata,Tiago XZ Plus CNG BSVI,Sector 12, Gurgaon,725000,30400,CNG,Manual
2021,Tata,Altroz XM plus BSVI,Ramgarh B.o, Gurgaon,598000,43220,Petrol,Manual
